timestamp,status,iou,h_det,h_gt,l_det,l_gt,score,type_det,type_gt,w_det,w_gt,x_det,x_gt,y_det,y_gt,z_det,z_gt
22464.816,fp,0.0,1.4334428310394287,,3.3631234169006348,,1.0,Car,,1.5501377582550049,,8.861296990433601,,-1.9241223605183224,,-0.8177013464320275,
22464.866,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22464.866,fp,0.0,1.416878581047058,,3.2571136951446533,,1.0,Car,,1.543590426445007,,8.795609795374121,,-1.9138778984873124,,-0.8084665171584984,
22464.916,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22464.916,fp,0.0,1.3981740474700928,,3.155733585357666,,1.0,Car,,1.5319961309432983,,8.940416648880584,,-1.954608114043583,,-0.8189473291811424,
22464.966,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22464.966,fp,0.0,1.4270099401474,,3.249708414077759,,1.0,Car,,1.5578165054321291,,8.985876074391381,,-1.9524655121815662,,-0.82555940757765,
22465.016,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.016,fp,0.0,1.4113692045211792,,3.218043327331543,,1.0,Car,,1.5464469194412231,,8.573274304141112,,-1.8551559193130875,,-0.7728180208109574,
22465.066,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.066,fp,0.0,1.4009077548980713,,3.113572597503662,,1.0,Car,,1.5218183994293213,,9.100102180338952,,-2.107980666453037,,-0.8256761624911082,
22465.116,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.116,fp,0.0,1.4098896980285645,,3.221464872360229,,1.0,Car,,1.5292744636535645,,8.956262962446074,,-1.9550421703356304,,-0.8226995297426161,
22465.166,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.166,fp,0.0,1.4315629005432131,,3.381911516189575,,1.0,Car,,1.5648527145385742,,8.891085553232116,,-1.9300523829028708,,-0.8205372857964637,
22465.216,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.216,fp,0.0,1.422742486000061,,3.29256534576416,,1.0,Car,,1.54498291015625,,9.261317278359366,,-2.1305717704964797,,-0.8457433756939015,
22465.266,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.266,fp,0.0,1.3917889595031738,,3.103226661682129,,1.0,Car,,1.5224310159683228,,8.585385569533454,,-1.8717692797090293,,-0.7720373894997437,
22465.316,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.316,fp,0.0,1.4220178127288818,,3.1972250938415527,,1.0,Car,,1.553335666656494,,8.884055014959705,,-1.9307040932920119,,-0.8138028880339085,
22465.366,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.366,fp,0.0,1.4102678298950195,,3.19142484664917,,1.0,Car,,1.5511692762374878,,8.978468406387144,,-1.9540200932609584,,-0.8231655456662885,
22465.416,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.416,fp,0.0,1.402444839477539,,3.1411964893341064,,1.0,Car,,1.5216774940490725,,8.433008215342591,,-1.832995944262087,,-0.7953517335973039,
22465.466,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.466,fp,0.0,1.4131094217300415,,3.2269997596740723,,1.0,Car,,1.536078929901123,,8.889631057845744,,-1.9383879393701469,,-0.8169517886959436,
22465.516,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.516,fp,0.0,1.425891399383545,,3.3417136669158936,,1.0,Car,,1.5459614992141724,,8.674683640324918,,-1.8805104956835776,,-0.7864839171574385,
22465.566,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.566,fp,0.0,1.4195902347564695,,3.233187198638916,,1.0,Car,,1.543823480606079,,8.84262856621095,,-1.9264419694061259,,-0.8115593216577306,
22465.616,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.616,fp,0.0,1.4068031311035156,,3.1584155559539795,,1.0,Car,,1.5303388833999634,,9.090383345734864,,-1.991050272912344,,-0.8396099039332583,
22465.666,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.666,fp,0.0,1.418285846710205,,3.1555287837982178,,1.0,Car,,1.5456244945526123,,8.738106613772366,,-1.8980767667044618,,-0.7861110194620657,
22465.716,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.716,fp,0.0,1.408952713012695,,3.1944496631622314,,1.0,Car,,1.549000263214111,,8.352572528239802,,-1.8034321549477448,,-0.7772468290283214,
22465.766,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.766,fp,0.0,1.3993719816207886,,3.1028683185577397,,1.0,Car,,1.5322643518447876,,8.598523719826998,,-1.8746356276868994,,-0.7727317442080235,
22465.816,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.816,fp,0.0,1.4138658046722412,,3.2263684272766118,,1.0,Car,,1.5357576608657837,,9.112496347252204,,-1.9850511282567331,,-0.8363563553058224,
22465.866,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.866,fp,0.0,1.4222674369812012,,3.350825786590576,,1.0,Car,,1.5548042058944702,,8.825055079407466,,-1.91596731404445,,-0.8141385001774655,
22465.916,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.916,fp,0.0,1.425762414932251,,3.31226658821106,,1.0,Car,,1.550588607788086,,8.727326488521877,,-1.8946142087520224,,-0.7898536773219185,
22465.966,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22465.966,fp,0.0,1.4031169414520264,,3.1371555328369136,,1.0,Car,,1.5309686660766602,,8.927742308159932,,-1.9526253385012784,,-0.8247686544761361,
22466.016,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22466.016,fp,0.0,1.4151090383529663,,3.1993088722229004,,1.0,Car,,1.5468435287475586,,8.873741809764832,,-1.9356396249372256,,-0.8141739277192244,
22466.066,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22466.066,fp,0.0,1.3887300491333008,,3.105351686477661,,1.0,Car,,1.5380390882492063,,8.988011263736457,,-1.9687023614095789,,-0.8210896633276494,
22466.116,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22466.116,fp,0.0,1.404435396194458,,3.1472108364105225,,1.0,Car,,1.5344278812408447,,8.623905215766328,,-1.8784568438432976,,-0.7762556806527794,
22466.166,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22466.166,fp,0.0,1.417083740234375,,3.238080739974976,,1.0,Car,,1.5391201972961426,,9.247728264824186,,-2.0171092699610464,,-0.8482136005929561,
22466.216,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22466.216,fp,0.0,1.4371646642684937,,3.3315589427948,,1.0,Car,,1.5523260831832886,,8.774930472489,,-1.8976899993976373,,-0.7946856141436331,
22466.266,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22466.266,fp,0.0,1.4138696193695068,,3.2882297039031982,,1.0,Car,,1.5468398332595823,,8.749355603103234,,-1.901063438940644,,-0.8056063135828264,
22466.316,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240838864,,-2.93546515746,,0.0120609893783
22466.316,fp,0.0,1.4047435522079468,,3.2140021324157715,,1.0,Car,,1.541907548904419,,8.953347288136344,,-1.9546308402744343,,-0.8295822881582371,
22466.366,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240845968,,-2.9354671847099993,,0.0123768154954
22466.366,fp,0.0,1.4245342016220093,,3.1548738479614262,,0.999999463558293,Car,,1.5470293760299685,,9.04772505640002,,-1.9726136659134703,,-0.8276125332646629,
22466.416,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240845865499999,,-2.9354669484099998,,0.0125906283769
22466.416,fp,0.0,1.4218077659606934,,3.2276611328125,,1.0,Car,,1.5518925189971924,,8.698844133516548,,-1.8847324164991173,,-0.7849309974132517,
22466.466,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408458482,,-2.93546690856,,0.012626677985000001
22466.466,fp,0.0,1.4170732498168943,,3.245558977127075,,1.0,Car,,1.538054347038269,,8.522091676036926,,-1.8487987538816444,,-0.8065107360851353,
22466.516,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408458752,,-2.93546697079,,0.012570373057
22466.516,fp,0.0,1.4274239540100098,,3.3029210567474365,,1.0,Car,,1.551216721534729,,9.11589499888451,,-1.9888841190845172,,-0.8385491472887683,
22466.566,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408459203,,-2.9354670748,,0.0124762639104
22466.566,fp,0.0,1.425974726676941,,3.3455431461334233,,1.0,Car,,1.5621994733810425,,9.118113581807682,,-1.9796394413501075,,-0.8482913774375742,
22466.616,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408459726,,-2.9354672121700003,,0.012365162328299999
22466.616,fp,0.0,1.415404200553894,,3.29060959815979,,1.0,Car,,1.5489137172698977,,8.92843078517665,,-1.9370047817213631,,-0.8303498517499772,
22466.666,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240846015399999,,-2.93546731077,,0.012275822480999999
22466.666,fp,0.0,1.4136184453964231,,3.169641494750977,,1.0,Car,,1.5321153402328491,,9.068169660279684,,-1.988503275345116,,-0.8211937147711659,
22466.716,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408460499,,-2.93546739025,,0.0122038005645
22466.716,fp,0.0,1.432984709739685,,3.2753276824951167,,1.0,Car,,1.5491114854812622,,8.960396313443313,,-1.9525580906694304,,-0.8241598362285103,
22466.766,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240846055899999,,-2.9354674040599997,,0.012191289186100001
22466.766,fp,0.0,1.4348095655441284,,3.2947695255279537,,1.0,Car,,1.5552423000335691,,9.20912788704459,,-2.0117460024760403,,-0.8459840161576118,
22466.816,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408460677,,-2.9354674312999998,,0.0121666072931
22466.816,fp,0.0,1.4280447959899902,,3.2770097255706787,,1.0,Car,,1.547512412071228,,9.2813735845331,,-2.0343542111366517,,-0.8426474140518128,
22466.866,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408460799,,-2.9354674593400003,,0.012141201762999999
22466.866,fp,0.0,1.4145661592483518,,3.244523525238037,,1.0,Car,,1.5378973484039309,,9.176928849309895,,-2.0071801653329704,,-0.8421315945069896,
22466.916,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408460906,,-2.9354674840099997,,0.0121188472434
22466.916,fp,0.0,1.4471458196640017,,3.4034054279327397,,1.0,Car,,1.568366527557373,,9.109263009032789,,-1.9739675753822847,,-0.8413641709791424,
22466.966,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408460991,,-2.93546750363,,0.0121010711023
22466.966,fp,0.0,1.4365137815475464,,3.3641574382781982,,1.0,Car,,1.563982367515564,,9.210739563543054,,-2.000754064771171,,-0.8488310009946165,
22467.016,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461054,,-2.93546751815,,0.012087910592499999
22467.016,fp,0.0,1.4187692403793335,,3.2185392379760738,,1.0,Car,,1.5360778570175169,,9.021316939890877,,-1.9632950578755424,,-0.8281740431270191,
22467.066,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461098,,-2.9354675281700002,,0.0120788311353
22467.066,fp,0.0,1.4364964962005615,,3.2446749210357666,,1.0,Car,,1.5475126504898071,,9.244815305279877,,-2.0155986502946193,,-0.8476865964818803,
22467.116,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461126,,-2.93546753461,,0.012072995472200001
22467.116,fp,0.0,1.4226864576339722,,3.27186131477356,,1.0,Car,,1.553618311882019,,9.227124224087136,,-2.009915254129821,,-0.8472399593072701,
22467.166,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461133,,-2.93546753638,,0.012071392667200002
22467.166,fp,0.0,1.4114869832992554,,3.160239696502685,,1.0,Car,,1.531965255737305,,8.802638441704818,,-1.9208138180682175,,-0.8058513644970821,
22467.216,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461133,,-2.93546753638,,0.012071392667200002
22467.216,fp,0.0,1.4208734035491943,,3.2819488048553467,,1.0,Car,,1.5480977296829224,,9.197758218954188,,-2.009986364352485,,-0.8449433046442181,
22467.266,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240846114000002,,-2.9354675378099997,,0.0120700962672
22467.266,fp,0.0,1.4374573230743408,,3.3903968334198,,1.0,Car,,1.5578769445419312,,9.093825244140305,,-1.9788096092213117,,-0.8396463799643605,
22467.316,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240846114000002,,-2.9354675378099997,,0.0120700962672
22467.316,fp,0.0,1.4215946197509766,,3.273273706436157,,1.0,Car,,1.5558791160583496,,9.046892159802589,,-1.9661385014960824,,-0.8318262895425743,
22467.366,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240846114000002,,-2.9354675378099997,,0.0120700962672
22467.366,fp,0.0,1.4220414161682131,,3.243734121322632,,1.0,Car,,1.555325627326965,,9.006271562276504,,-1.9578278859227831,,-0.8272316828220188,
22467.416,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.416,fp,0.0,1.432780623435974,,3.274900197982788,,1.0,Car,,1.5491286516189575,,9.179548631460806,,-1.9982204234541003,,-0.8432593453114148,
22467.466,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.466,fp,0.0,1.4336991310119631,,3.2747185230255127,,1.0,Car,,1.5497090816497805,,8.888583672357159,,-1.9278188285894107,,-0.8170722451777639,
22467.516,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.516,fp,0.0,1.415098786354065,,3.168818950653076,,1.0,Car,,1.5308672189712524,,9.43460970455036,,-2.0775076750699033,,-0.8522346902207811,
22467.566,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.566,fp,0.0,1.4162859916687012,,3.2182250022888184,,1.0,Car,,1.5431985855102541,,9.101240076808637,,-1.9899809681584844,,-0.8344844973972219,
22467.616,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.616,fp,0.0,1.444671392440796,,3.432499647140503,,1.0,Car,,1.5638718605041504,,9.006780225721778,,-1.955376409727949,,-0.8335288316409049,
22467.666,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.666,fp,0.0,1.423521876335144,,3.3446202278137207,,1.0,Car,,1.5541445016860962,,8.948804228303755,,-1.9462238464658117,,-0.8258178266700256,
22467.716,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.716,fp,0.0,1.4115868806838991,,3.2013185024261475,,1.0,Car,,1.539467215538025,,8.840024778198709,,-1.920287676539074,,-0.8119965256675901,
22467.766,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.766,fp,0.0,1.4321155548095703,,3.279435157775879,,1.0,Car,,1.5594252347946167,,9.039780494930246,,-1.963891107580068,,-0.8311843369671461,
22467.816,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.816,fp,0.0,1.4290262460708618,,3.32023286819458,,1.0,Car,,1.5604244470596311,,9.008801050276961,,-1.9543209650574305,,-0.8301057742651885,
22467.866,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.866,fp,0.0,1.4305729866027832,,3.2852485179901123,,1.0,Car,,1.5469448566436768,,9.325806588791258,,-2.0447048764064726,,-0.8466965031126357,
22467.916,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2408461145,,-2.9354675390700002,,0.0120689516725
22467.916,fp,0.0,1.4147092103958132,,3.24575138092041,,1.0,Car,,1.528943419456482,,9.10879099209667,,-1.9907874256625624,,-0.8366032866827329,
22467.966,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.240813971500002,,-2.9355082491299997,,0.0118246617751
22467.966,fp,0.0,1.4226940870285034,,3.356377601623535,,1.0,Car,,1.5615342855453491,,9.120730111947926,,-1.9873105434934308,,-0.8486512362998441,
22468.016,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.2272426782,,-2.9456704775099998,,0.0318407105086
22468.016,fp,0.0,1.4148451089859009,,3.2585527896881104,,1.0,Car,,1.5324323177337646,,9.151619478774114,,-2.0173489270792917,,-0.8468921966061167,
22468.066,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.179002835799999,,-2.97798929458,,0.0760389951789
22468.066,fp,0.0,1.4139033555984497,,3.1206548213958736,,1.0,Car,,1.5023549795150757,,8.971079315692934,,-2.0266780471864143,,-0.8886825820845381,
22468.066,fp,0.0,0.7404539585113525,,2.042152643203736,,0.997510029119514,Car,,1.4935600757598877,,18.50401824876629,,-15.687864874225788,,-0.6096928149511136,
22468.116,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.1026600736,,-3.02676253977,,0.115323279893
22468.116,fp,0.0,1.4089829921722412,,3.1070871353149414,,0.999999463558293,Car,,1.5096633434295654,,8.717868551562256,,-2.0009613035333715,,-0.8914089478988565,
22468.166,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,13.003120307,,-3.0883816701200004,,0.140465005262
22468.166,fp,0.0,1.3904920816421509,,3.084236621856689,,1.0,Car,,1.503476619720459,,8.267167365045834,,-1.9455006206508203,,-0.8923456365115765,
22468.366,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,12.4588834507,,-3.3944806064999997,,0.117567756905
22468.366,fp,0.0,1.4061049222946167,,3.2421317100524902,,1.0,Car,,1.51429283618927,,7.794381603771955,,-2.096409723892973,,-0.8343856277275643,
22468.416,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,12.3076323246,,-3.47114878173,,0.094637631772
22468.416,fp,0.0,1.3862602710723877,,3.1177823543548584,,1.0,Car,,1.5097047090530396,,8.025363479218964,,-2.249974354331389,,-0.8765153240547896,
22468.466,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,12.1578876948,,-3.5416093740300005,,0.0712991615907
22468.466,fp,0.0,1.4356281757354736,,3.35706639289856,,1.0,Car,,1.5356277227401731,,8.253718343103424,,-2.383769576482854,,-0.9019657961392245,
22468.466,fp,0.0,1.5657079219818115,,4.291853904724121,,0.9799627151285506,Car,,1.7318687438964844,,44.47320776552083,,22.317276274611697,,-0.8642134747842789,
22468.516,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,12.011051307699999,,-3.6063852015800006,,0.049707380179000005
22468.516,fp,0.0,1.4370540380477903,,3.348576068878174,,1.0,Car,,1.5369206666946411,,7.967225261138201,,-2.3746607213792115,,-0.8628318390252607,
22468.516,fp,0.0,1.5960816144943235,,4.713599681854248,,0.9993333510340688,Car,,1.731455683708191,,56.27001543169564,,28.178944022108755,,-0.9693392492031876,
22468.566,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,11.8672040969,,-3.6684457220199995,,0.0309876585015
22468.566,fp,0.0,1.4289135932922363,,3.2171628475189213,,1.0,Car,,1.5331262350082395,,8.138840497938121,,-2.5277537866887307,,-0.8779883692905326,
22468.616,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,11.7273578254,,-3.7256014898400003,,0.0164460481689
22468.616,fp,0.0,1.4258071184158323,,3.276816129684448,,1.0,Car,,1.5359691381454468,,8.08246108066446,,-2.571877419654573,,-0.8748432498304108,
22468.666,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,11.5926372265,,-3.77374374257,,0.006897015432859999
22468.666,fp,0.0,1.4450260400772097,,3.4363014698028564,,1.0,Car,,1.5556225776672363,,8.161844249473514,,-2.6589943103093847,,-0.8823327544309798,
22468.716,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,11.4623802915,,-3.8131821778400004,,0.00186368252657
22468.716,fp,0.0,1.4434821605682373,,3.414270639419556,,1.0,Car,,1.5489543676376345,,8.413286649111933,,-2.80919367934914,,-0.9362026080650434,
22468.766,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,11.3335277472,,-3.8519137872199996,,-0.00065008048646
22468.766,fp,0.0,1.466059327125549,,3.577925205230713,,1.0,Car,,1.582247018814087,,8.275476583073834,,-2.8196722172315907,,-0.9201674077345192,
22468.766,fp,0.0,1.6024640798568726,,4.4647488594055185,,0.9721043146524552,Car,,1.710557222366333,,62.19949238455859,,29.96049095950094,,-0.6845232386212601,
22468.766,fp,0.0,1.7498517036437988,,-0.14383310079574585,,0.982361386178472,Car,,0.6243599057197571,,33.76630161548973,,-13.512174528274658,,-1.5497953556623403,
22468.816,fp,0.0,1.4745172262191772,,3.604754447937012,,1.0,Car,,1.5821179151535034,,9.30723965420743,,-3.281805626298377,,-0.7289567051661567,
22468.816,fp,0.0,1.5962611436843872,,4.3169946670532235,,0.7486043572425842,Car,,1.705134034156799,,57.72681527362569,,27.6384458991078,,-0.6288035732773878,
22468.866,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,11.0787129074,,-3.9248629375800004,,0.0005098157654290001
22468.866,fp,0.0,1.4587687253952026,,3.5173413753509517,,1.0,Car,,1.5795373916625977,,7.9844098617220585,,-2.84618163738976,,-0.9102133815308786,
22468.866,fp,0.0,1.5555365085601809,,4.236353874206543,,0.98895001813547,Car,,1.6680833101272583,,59.622452650197715,,28.422345307618667,,-0.6973699044758845,
22468.916,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,10.952269895799999,,-3.95799182878,,0.00301029047021
22468.916,fp,0.0,1.4575315713882446,,3.4611384868621826,,0.9999957084717152,Car,,1.5769307613372805,,7.9135463500805034,,-2.8715068771433843,,-0.929046468009708,
22468.916,fp,0.0,1.7023234367370603,,4.872845649719238,,0.9969036405850774,Car,,1.7587392330169678,,58.20965509378975,,27.657675613999054,,-0.7403784744422808,
22468.916,fp,0.0,1.7057137489318848,,0.2417595982551575,,0.9997082040454078,Car,,0.6230804324150085,,33.372088367655174,,-14.164652690662924,,-1.5793073173746848,
22468.966,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,10.8259958878,,-3.9887949811800003,,0.0058246095139499994
22468.966,fp,0.0,1.4628230333328247,,3.4671385288238525,,1.0,Car,,1.5890847444534302,,7.651553026225632,,-2.8306783817739425,,-0.9124471089757576,
22468.966,fp,0.0,1.7561404705047607,,0.7833415865898132,,0.9953124049904511,Car,,0.6565718054771423,,38.30170493165096,,-16.446557988506196,,-1.735855205993346,
22469.016,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,10.7014345517,,-4.01007890233,,0.0109452042423
22469.016,fp,0.0,1.4596744775772097,,3.495603084564209,,1.0,Car,,1.562217116355896,,7.207027193839912,,-2.7058487117286627,,-0.8857745314667635,
22469.016,fp,0.0,1.5883560180664062,,4.717860698699951,,0.5523089170455933,Car,,1.704308032989502,,53.72119889901948,,25.33213736750325,,-0.7957878574872197,
22469.066,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,10.575479400599999,,-4.0293817789699995,,0.0153808818261
22469.066,fp,0.0,1.4512557983398438,,3.537149667739868,,0.999999463558293,Car,,1.5716582536697388,,7.068642005827686,,-2.67975063009291,,-0.8844246969259295,
22469.116,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,10.4474091736,,-4.04680516865,,0.019884639470900002
22469.116,fp,0.0,1.440989971160889,,3.3304712772369385,,1.0,Car,,1.54489266872406,,6.832058506339866,,-2.6381026996544428,,-0.8664612520912076,
22469.116,fp,0.0,1.6058262586593628,,4.748394966125488,,0.6847028911214611,Car,,1.741102933883667,,64.61950118335443,,30.423353356727468,,-0.9381172767377776,
22469.166,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,10.3172842464,,-4.061439297230001,,0.024012711994400002
22469.166,fp,0.0,1.449734449386597,,3.4108309745788574,,1.0,Car,,1.5612523555755615,,6.5151969829715,,-2.5405464173597965,,-0.8457593617712567,
22469.166,fp,0.0,1.6448640823364258,,4.539799690246582,,0.5493944114467164,Car,,1.7264617681503296,,54.47959029323229,,25.536036967369395,,-0.8520368618429686,
